Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
Yeah! (Feat. Lil Jon & Ludacris),Usher,[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"90년대, 2000년대, TODAY PICK, R&B/소울, 오늘의선곡","[15, 15, 14, 8, 5]",11.4,4.127953488110059
Year 3000,Busted,90년대생들이 MP3에 넣고 다녔던 그 시절 싸이월드 POP,"90년대, 팝송, 기분전환, Pop, MZ세대","[16, 18, 17, 16, 15, 11, 1, 5, 7]",11.777777777777779,5.749932903526939
Year 3000 2.0,Busted,언제 들어도 기분 좋아지는 멜로디의 POP,"기분좋은, 휴식, 행복, 힐링","[16, 17, 17, 16, 15]",16.2,0.7483314773547883
Year of the Ex,Call Me Loop,꿉꿉한 날엔 상쾌한 팝 플리로 제습기능 ON,"해외음악, 밝은, 지금 내 마음은, 출/퇴근길, POP, 오후","[16, 17, 15, 16, 15, 3, 3]",12.142857142857142,5.81693516328638
Years Don't Lie,PREP,일상의 텐션으로 스위치 ON!,"맑은날, 오후, 신나는, 해외음악, 기분전환, POP","[16, 16, 18, 17, 17, 18, 15, 15, 7, 2]",14.1,5.028916384272063
Yellow Hearts,Ant Saunders,음악 맛집! 편집샵에서 듣던 해외 음악,"여름, 그루브한, 레이블 PICK, 행복, 2010년대, 소니뮤직, Pop, 기분전환, 해외음악, 2020년대, 외출","[16, 16, 18, 17, 15, 17, 17, 15, 16, 15, 16, 15, 12, 5, 7, 1, 2, 1]",12.277777777777779,5.895436611439917
Yellow Room (Preludio Version),이루마,몰입과 집중이 필요할 때 듣는 피아노 음악! 힐링은 덤!,"아침, 일/공부, 레이블 PICK, 클래식","[17, 19, 18, 13, 16, 2]",14.166666666666666,5.7566386797235145
Yellow White Striped Shirt,bnjamn(벤자민),적당히 그루비한 BGM vol.5 (집안일/작업/휴식),"그루비, 팝, 힐링, 느낌있는, 집","[16, 17, 13, 17, 17]",16.0,1.5491933384829668
Yes,Musiq Soulchild,"가을밤 부드러운 공기처럼, 편안히 흐르는 그루브","걷기, 해외음악, 2010년대, 편안한, POP, 휴식","[16, 17, 17, 15, 10, 15, 5]",13.571428571428571,4.135461378894322
Yes I'm Changing,Tame Impala,몽환적인 멜로디가 매력적인 팝 뮤직,"흐린날, 휴식, 새벽, 몽환적인, 그리움, 그루브한, 비오는날, 집","[17, 17, 16, 15, 15, 15, 13, 15, 6, 3]",13.2,4.534313619501853
"Yes, I Will Wait (PRETTY YOUNG Remix)",Victor Crone,감각적인 주말을 위한 기분좋은 플레이리스트,"휴가/여행, 설렘, 리플레이뮤직, 기분전환, 일렉트로니카, 스페셜추천","[16, 18, 15, 15, 16, 18, 17, 12, 15, 15, 12, 7, 1, 2, 1]",12.0,5.955389715767279
Yesterday,박재범,밤에 듣기 좋은 감성 국힙 Playlist,"그루브, 분위기, 비트, 저녁, 국내힙합","[13, 15, 17, 14, 13, 9, 15, 17, 15, 8]",13.6,2.8705400188814645
Yimgumnim,이동준,효리네 민박 13회,방송,"[1, 3]",2.0,1.0
Yiruma Golden Song with KIWA Live (May Be / Kiss The Rain / River Flows In You),이루마,비오는 날 사랑하는 사람과 들을래요! 달콤한 재즈,"피아노, 아침, 걷기, 사랑, 클래식, 레이블 PICK, 봄, 일/공부, 고백, 출/퇴근길","[15, 16, 17, 14, 15, 16, 19, 18, 13, 16, 10, 7, 15, 3, 11, 2]",12.9375,4.917681745497568
Ylang Ylang,FKJ,빈티지 ᴮᴳᴹ 감성 뿜뿜 플리 ⋆⁺₊⋆,"집중, 로이파이, bgm, 독서, 휴식","[17, 16, 13, 9, 4, 2, 2]",9.0,6.0
York Town Girl,Eddie Higgins Trio,작업할때 잔잔히 틀어놓기 좋은 JAZZ 1,"사무실, 영감, 작업, 집콕, 커피","[16, 12, 7, 15, 12, 8, 2]",10.285714285714286,4.558016038155376
You,A Great Big World,가을의 고즈넉한 감성이 흐르는 POP,"산책, 해외음악, POP, 가을, 출/퇴근길, 잔잔한","[16, 17, 16, 15, 16, 15, 17, 3]",14.375,4.357106264483344
You,Charlotte Lawrence,도입부 듣자마자 플레이리스트에 추가하게 되는 취향저격 pop,"기분전환, 감성, 여행, 산책, 힐링, 출근길, 드라이브, 잔잔한","[16, 18, 17, 15, 15, 16, 15, 17, 17, 15, 3, 7, 2, 1]",12.428571428571429,5.996597674804388
You,Regard,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"팝, 알앤비, 드라이브, groove, 기분전환","[16, 18, 17, 17, 13, 13, 15, 7, 2]",13.11111111111111,5.020943790086668
You,Regard & Troye Sivan & Tate McRae,운동할때 듣는 기운 뿜뿜 플레이리스트,"운동, 오늘의선곡, 맑은날, 일렉트로니카, 기분전환, 댄서블한, 여름, 밝은","[16, 18, 17, 15, 15, 17, 15, 18, 16, 8, 15, 10, 7, 1]",13.428571428571429,4.836088822803074
You,브라운아이드걸스,추억의 노동요 90-2000년대 신나는 댄스곡,"댄스, 흥겨운, 헬스, 노동요, 기분전환","[16, 18, 18, 14, 13, 15, 9, 7, 0]",12.222222222222221,5.573304979548645
You,지소울 (GSoul),스타플레이리스트 : 느와르의 '운동할 때 들으면 좋은 음악!',"국내음악, 2010년대, 기분전환, 스타플레이리스트, 여름","[16, 16, 18, 13, 17, 13, 12, 12, 15, 5, 7, 2, 1]",11.307692307692308,5.496636949215337
You & Me,제니 (JENNIE),댄스 TOP100,"가을, 노동요, 설거지, 차트, 탑백, 가요, 신나는, 명곡, 운동, 둠칫둠칫, 댄스, 댄스탑백, 청량, 텐션업","[18, 18, 15, 14, 15, 18, 16, 18, 15, 13, 16, 8, 12, 5, 7, 5, 4, 2, 0, 2]",11.05,6.070214164261422
You & Me (ft. àB),Adam Rom,"""이 노래 뭐야?"" 틀어 놓으면 옆에서 자꾸 물어봐 pt.15","매장음악, 휴식, Pop","[16, 17, 17]",16.666666666666668,0.4714045207910317
You And I,JAKOB,"편안한 주말, 편안하게 듣는 POP","POP, 휴식, 해외음악, 오늘의선곡, 부드러운","[16, 15, 15, 17, 17, 8]",14.666666666666666,3.0912061651652345
You And I Both,Jason Mraz,효리네 민박 13회,방송,"[1, 3]",2.0,1.0
You Are Mine,VICTON (빅톤),듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"과몰입, 설레는, 추억, 사랑","[16, 16, 12, 6]",12.5,4.092676385936225
You Are My Everything,거미,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"설레는, 기분전환, 두근두근, 추억, 청춘","[16, 18, 16, 15, 12, 3, 7]",12.428571428571429,5.0950155714648595
"You Are the Same, Today and Yesterday",Sarah Kang,POP 갬성폭발 분위기 끝판왕 내 최애 팝송 모음,"휴식, 드라이브, 기분전환, 카페음악","[16, 16, 18, 17, 17, 19, 15, 7, 2]",14.11111111111111,5.384018417593652
You Better Make A Move,조우찬,잠들기전 방에서 아늑하게 듣는 음악들,"국내음악, 그루브한, R&B/소울, 밤, 새벽","[16, 13, 15, 15, 15, 15, 14]",14.714285714285714,0.8806305718527108
You Can Find Me,Jess Glynne,가벼운 운동과 함께 듣기 좋은 팝 플레이리스트,"기분전환, 힘찬, 오늘의선곡, 해외음악, 2010년대, 자전거","[16, 16, 18, 15, 15, 17, 16, 8, 15, 0, 5, 7]",12.333333333333334,5.54276304943863
You Come First (Feat. Saweetie),Zak Abel,한주의 시작에 생기를 불어줄 신나는 팝!,"신나는, 봄, 해외음악, 출/퇴근길, 오늘의선곡, 댄서블한","[16, 15, 15, 17, 18, 15, 16, 14, 16, 8, 10, 3, 2]",12.692307692307692,5.0745915392217364
You Deserve It All,John Legend,즐거운 크리스마스를 위한 플레이리스트,"설렘, 스페셜추천, 신나는, 캐롤, 차트, 연말, 유니버설뮤직, 하우스파티, 성탄절, 드라이브, 밝은, 설레는, 집, 인기","[17, 18, 16, 15, 18, 16, 17, 19, 18, 15, 14, 15, 12, 10, 1, 2, 2]",13.235294117647058,5.785676143970259
You Do (Feat. Blue Lab Beats),Jaz Karis,듣고 있으면 저절로 박자 타지는 플레이리스트,"20대, 저녁, 휴가/여행, 2020년대, R&B/소울, 부드러운, 기분전환, 출/퇴근길, 가을, POP","[16, 18, 15, 15, 16, 15, 15, 14, 14, 15, 3, 5, 7, 1]",12.071428571428571,5.3246634462965385
You Don't Call Me Anymore,Sam Fischer,"선선해진 가을 날씨 즐기는, ISFJ의 감성팝 PLAYLIST ᕷ","mbti, 잔잔한, 산책, 선선한, 힐링","[16, 17, 17, 8]",14.5,3.774917217635375
You Don't Ignore (Too Late),Petit Biscuit,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"기분전환, 매장, Pop, 팝, 그루브","[16, 18, 17, 15, 17, 15, 7]",15.0,3.4226138716316967
You Feel Like Home,Lasso the Sun,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"도입부, 중독성, 신나는, 산책, 감성","[18, 15, 16, 16, 10, 2]",12.833333333333334,5.42883249163411
You Got Me,Foínix,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"감성, 힐링, 산책, 외출, 도입부","[15, 16, 15, 17, 16, 12]",15.166666666666666,1.5723301886761005
You Got Me Like,SHAED,가끔 외로운 혼술러들을 위한 플레이리스트,"2010년대, 2020년대, 외로움, 편안한, 봄, 기분전환","[16, 18, 15, 14, 11, 15, 5, 7]",12.625,4.270172713134681
You Got Something,Rochelle,시원하고 청량한 느낌의 일렉트로닉 팝,"더운날, 여름, 휴가/여행, 기분전환, 일렉트로니카","[16, 18, 17, 15, 17, 15, 18, 15, 7, 1]",13.9,5.243090691567332
You Know I'm No Good,Amy Winehouse,그저 음악에 몸을 맡기고 싶은 오늘,"그루브한, 밤, 헬스, 오늘의선곡, 댄스, 드라이브","[17, 15, 15, 18, 15, 15, 15, 14, 8, 2]",13.4,4.5431266766402185
You Make It Feel Like Christmas (Feat. Blake Shelton),Gwen Stefani,즐거운 크리스마스를 위한 플레이리스트,"크리스마스 특집, 해외음악, 차트, 레이블 PICK, 겨울, 기쁨, 밝은, 2010년대, 기분전환, 탑백, TOP100, 하우스파티","[16, 16, 18, 17, 16, 17, 18, 16, 18, 15, 19, 18, 19, 18, 8, 15, 5, 4, 7, 2]",14.1,5.365631370118525
You Make Me Feel Good,디어 (d.ear),꽃피는 봄과 함께 찾아온 설렘이 느껴지는 음악,"따뜻한, 봄, 인디, 아침","[14, 15, 10, 13]",13.0,1.8708286933869707
You Make My Life A Better Place (Radio Edit),MAMAS GUN,상쾌한 하루를 만들어줄 플레이리스트,"2010년대, 오늘의선곡, 20대, 밝은, TODAY PICK, 드라이브, 해외음악, 2020년대","[16, 17, 15, 15, 17, 8, 5, 2]",11.875,5.577577879330776
You Might Be Sleeping (Feat. Clairo),JAKOB,매일 듣고 또 들어도 느낌있는 트랙,"오늘의선곡, 오후, 레이블 PICK, 2020년대, 몽환적인, 봄, 흐린날, 달콤한, 기분전환, 따뜻한","[16, 18, 17, 15, 15, 17, 14, 15, 15, 15, 12, 8, 15, 5, 7, 2, 3, 0]",11.61111111111111,5.638546787652224
You Need To Calm Down,Taylor Swift,팝송 좀 듣는 친구의 Pick! 취향저격 보석 같은 숨은 명곡 #1,"산책, 힐링, Pop, 기분전환","[16, 18, 16, 17, 15, 7]",14.833333333333334,3.6247605284885913
You Needed Me,Anne Murray,"세월이 흘러도 영원할 명곡, LP판 감성의 올드팝","올드팝, 추억, 비, 카페, 기분전환","[16, 18, 16, 19, 17, 13, 15, 6, 5, 7]",13.2,4.975942121849892
You Only Love Me,Rita Ora,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"카페, 기분전환, 매장, 그루브, 팝","[16, 18, 19, 17, 15, 17, 15, 7]",15.5,3.4641016151377544
You The One,EBEN,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"신나는, 힐링, 휴식, 감성, 산책","[17, 18, 15, 16, 17, 2]",14.166666666666666,5.520165053893065
You Were All I Had,시크릿 아시안 맨 (Secret Asian Men),고요한 내 마음을 부드럽게 감싸줄 플레이리스트,"2010년대, 편안한, 맑은날, 집, 오늘의선곡, 기분전환, 걷기","[16, 18, 17, 15, 15, 15, 16, 8, 10, 15, 5, 7]",13.083333333333334,4.172495922373349
You Were Good To Me,Chelsea Cutler & Jeremy Zucker,"창 밖, 빗소리와 어울리는 팝 플레이리스트","밤, 집, 비오는날, 2010년대, 카페, 여름","[17, 19, 16, 17, 15, 13, 5, 1]",12.875,6.009107670860957
You already have,권진아,섬세한 내 마음에 가을이 오면,"발라드, 드라이브, 가요, 가을, 밤, TODAY PICK","[17, 9, 15, 14, 15, 2]",12.0,5.0990195135927845
You and I,d4vd,찌뿌둥한 마음을 밝고 편안하게 달래줄 팝 플레이리스트,"20대, 2020년대, POP, 해외음악","[16, 17, 5]",12.666666666666666,5.436502143433364
You and Me at Christmas,Why Don't We,미리 만나는 크리스마스,"POP, 크리스마스 특집, 휴식, 해외음악, 하우스파티, 레이블 PICK","[16, 17, 17, 16, 17, 19, 18, 19, 18, 2]",15.9,4.742362280551751
You are good,청춘학개론,듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ,"과몰입, 설레는, 사랑, 기분전환","[16, 18, 16, 15, 12, 6, 7]",12.857142857142858,4.356557337707688
You can't sit with us,선미,텐션 올리고 싶을 때 듣는 여돌 플레이리스트,"밝은, 휴가/여행, 맑은날, TODAY PICK, 신나는, 오늘의선곡","[17, 15, 15, 18, 15, 15, 8, 2, 1]",11.777777777777779,6.087834458578989
You'll Never Know (Feat. Renee Fleming),Alexandre Desplat,잊고 있던 인생영화 소환 플레이리스트,"지침/힘듦, 해외음악, 잔잔한, 걷기, 외로움, 어두운, 비오는날, 2010년대","[16, 17, 17, 17, 13, 11, 10, 15, 12, 12, 0, 5]",12.083333333333334,4.990964057396349
You're All I Have,Snow Patrol,하이텐션 유지에 필요한 상쾌통쾌 락 플레이리스트,"오늘의선곡, POP, 힘찬, 락/메탈","[15, 15, 12, 12, 8, 0]",10.333333333333334,5.185449728701348
You're Always On My Mind,SWV,분위기에 취해! 내 안의 소울을 깨워 주는 그루비한 플레이리스트,"휴식, 밤, R&B/소울, 집, POP","[17, 16, 15, 14]",15.5,1.118033988749895
You're Gonna Make Me Lonesome When You Go,Madeleine Peyroux,카페에서 커피 한잔 하면서 듣기 좋은 빈티지 팝 재즈,"해외음악, 레이블 PICK, 맑은날, 잔잔한","[16, 17, 17, 17, 17, 2]",14.333333333333334,5.527707983925667
You're Just In Love,Gordon Jenkins Orchestra & Louis Armstrong & Velma Middleton,올해를 멋지게 마무리 할 수 있는 플레이리스트,"맑은날, 기분전환, 행복, 거리, 재즈","[16, 18, 17, 16, 17, 11, 15, 7]",14.625,3.4977671449083054
"You're Mine, You (With Kenny Burrell)",Chet Baker,비오는 날 사랑하는 사람과 들을래요! 달콤한 재즈,"비오는날, 고백, 해외음악, 사랑","[16, 17, 17, 15, 16, 13, 7]",14.428571428571429,3.2888184094918107
You're Mines Still (Feat. Drake),Yung Bleu,가볍게 즐기는 그루브한 POP 플레이리스트,"드라이브, 해외음악, 휴식, 그루브한, POP, TODAY PICK","[16, 17, 17, 17, 15, 15, 2]",14.142857142857142,5.026460595931194
You're Not A Lady (Feat. Zion.T),제리케이 (Jerry.k),추억이 새록새록 떠오르는 싸이월드 BGM,"30대, 추억의, 10대, 브금","[16, 7, 5]",9.333333333333334,4.784233364802441
You're Not Wrong,Wet,감각적인 감성을 가진 당신을 저격할 플레이리스트,"매혹적인, 오늘의선곡, 드라이브, 해외음악","[16, 17, 15, 15, 17, 13, 8, 2, 3]",11.777777777777779,5.593205754956986
You're The Reason,Etham,따스한 어쿠스틱 팝 TOP100,"ISFJ, 힐링, 감성, 선선한, 인기, mbti, 산책, 잔잔한","[15, 16, 17, 15, 17, 15, 8]",14.714285714285714,2.864276807966203
You've Got a Friend in Me,Randy Newman,라이딩하며 듣는 영화음악 OST,"밝은, 기분전환, 등산, 신나는, 운동, 영화음악","[16, 16, 18, 18, 15, 15, 7, 7, 7, 2]",12.1,5.448853090330111
You(=I),볼빨간사춘기,사랑에 빠졌을 때 TOP100,"사랑, 탑백, 인기, 설렘","[18, 15, 15, 16, 15, 12, 4]",13.571428571428571,4.2378277069118075
Young,ADOY,드라이브에 딱! 레트로 감성 시티팝 뮤직,"저녁, 가요, 흐린날, 그루브한, 휴가/여행, 2010년대, 밤, 국내음악","[16, 17, 13, 15, 14, 15, 15, 15, 15, 14, 5, 1]",12.916666666666666,4.609018936341611
Young,Foxa,기분업하기 좋은 트렌디한 사운드의 팝 #20,"매장음악, 여행, Pop, 트렌디, 기분전환","[16, 16, 18, 15, 17, 14, 15, 7, 1]",13.222222222222221,5.2446327649804205
Young,Frankie Cosmos,"지금, 가장 달콤하고 매혹적인 플레이리스트","매혹적인, 달콤한, 오늘의선곡, 밤, 해외음악, POP","[16, 15, 15, 17, 15, 13, 12, 8, 3, 0]",11.4,5.535341001239218
Young & Free,Dermot Kennedy,새벽을 파고드는 강렬한 분위기,"밤, 해외음악, 오늘의선곡, 새벽","[16, 15, 15, 17, 15, 15, 8]",14.428571428571429,2.718042512920064
Young & Free,시우민 (XIUMIN) & 마크 (MARK),텐션을 높여주는 신선한 조합의 아이돌 플레이리스트,"드라이브, 댄서블한, 신나는, 댄스, 아이돌, 헬스","[17, 18, 18, 14, 16, 12, 10, 2, 2]",12.11111111111111,5.9711239300197345
Young & Naive,세진 (Sejin),흐린 하늘 아래 은근한 그루브,"새벽, 오늘의선곡, R&B/소울, 밤, 흐린날","[17, 15, 15, 15, 15, 14, 8]",14.142857142857142,2.641891715558133
Young & Unafraid,The Moth & The Flame,청량한 감성 가득 록 음악,"저녁, 2010년대, 오늘의선곡, 추운날, 해외음악, 흐린날, 추억, 겨울, 드라이브, 아침","[16, 17, 17, 15, 15, 16, 17, 16, 14, 13, 8, 5, 2]",13.153846153846153,4.753074371007818
Young And Beautiful,Lana Del Rey,"스타플레이리스트 : 수영의 '20대의 마지막, 연말에 듣기 좋은 음악'","잔잔한, 휴식","[17, 17]",17.0,0.0
Young At Heart,Cyrille Aimee,센치해지는 날 무드 있게 듣는 재즈 플레이리스트,"출/퇴근길, 휴식, 부드러운, 기분전환","[16, 18, 17, 15, 16, 15, 3, 7]",13.375,5.02338282435253
Young Boy Problems,Roy Woods,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"groove, 그루브, 매장, 팝, 기분전환","[16, 18, 17, 15, 17, 15, 7]",15.0,3.4226138716316967
"Young, Wild & Free (Feat. Bruno Mars)",Snoop Dogg,들을수록 이끌리는 내적 취향 플레이리스트,"기분전환, TODAY PICK, 저녁, 거리, 출/퇴근길, 그루브한","[16, 18, 15, 16, 15, 15, 14, 11, 15, 3, 7]",13.181818181818182,4.260136186858175
Youngblood,5 Seconds Of Summer,내 안의 운동 본능을 자극하는 고막남친 플레이리스트,"그루브한, 매혹적인, 힘찬, 스트레스/짜증, 기분전환, 댄서블한, 헬스, 해외음악","[16, 16, 18, 17, 15, 15, 17, 14, 13, 16, 14, 15, 10, 0, 7, 3]",12.875,5.072905971925756
Youngblood,5 Seconds of Summer,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"Pop, 그루브, 팝, 알앤비, 기분전환","[16, 18, 17, 15, 13, 13, 15, 7]",14.25,3.191786333700926
Younger,Jonas Blue & HRVY,부쩍 따뜻해진 날씨에 듣는 기분전환 플레이리스트,"2010년대, 맑은날, 오늘의선곡, 해외음악, 신나는","[16, 17, 15, 15, 17, 18, 8, 5, 2]",12.555555555555555,5.599823630379624
Younger,Ruel,편안하게 감싸줄 무드등 같은 음악,"그루브한, 기분전환, 라운지, 설렘, POP, 오늘의선곡, 겨울","[16, 18, 15, 15, 16, 15, 15, 8, 13, 15, 12, 7]",13.75,3.139134700306227
Younger (R&B Mix),Jonas Blue & HRVY,"비 오는 날, 깊은 음색에 빠져드는 감성적인 음악들","새벽, 흐린날, 밤, 비오는날, 집, 그루브한, 해외음악, 드라이브","[16, 17, 17, 17, 16, 15, 15, 15, 15, 13, 2]",14.363636363636363,4.0737011822560145
Your Dog Loves You (Feat. Crush),Colde (콜드),목소리만으로 힐링 되는 고막남친 플레이리스트,"따뜻한, 편안한, 국내음악, 그루브한, 외로움, 오늘의선곡","[16, 15, 15, 13, 15, 15, 15, 15, 11, 8]",13.8,2.3579652245103193
Your Lady,Carla Bruni,가을 느낌 가득 담은 팝 명곡 플레이리스트,"산책, 오후, 가을, 잔잔한","[16, 15, 17, 15]",15.75,0.82915619758885
Your Light,투모로우바이투게더,새학기 시작🌿 우리의 청춘은 누구보다 빛나니까,"봄, 설렘, Y박스, 기분전환, TODAY PICK, 가요","[16, 18, 14, 14, 15, 12, 5, 7]",12.625,4.181432170919432
