Song,Singer,Playlist,Tag,Cluster,mean_cluster,std
Eat You Up,보아 (BoA),[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"멋짐, 힙합, 댄스, 스트릿우먼, 스웩, 걸크러쉬","[18, 17, 17, 12, 10, 11, 10, 10]",13.125,3.3330729064933458
Ecaroh,Horace Silver,커피도 마시고 기분도 마신 날의 JAZZ,"기분전환, 산책, 카페, 재즈, 일/공부, 맑은날","[16, 18, 17, 16, 19, 19, 18, 17, 15, 7]",16.2,3.3105890714493698
Eden,byvinyl,빈티지 ᴮᴳᴹ 감성 뿜뿜 플리 ⋆⁺₊⋆,"감성, 카페, Lofi, 집중, 휴식","[17, 15, 19, 16, 13]",16.0,2.0
Edit You (Feat. Stela Cole),KREAM,올 여름을 더 시원하고 뽀송하게 만들어줄 POP,"POP, 출/퇴근길, 휴가/여행, 신나는, 오늘의선곡","[15, 15, 18, 15, 15, 16, 15, 8, 3, 2, 1]",11.181818181818182,6.08751601555753
Eenie Meenie (With Justin Bieber),Sean Kingston,시끄러운 건 싫지만 신나고 싶은 당신을 위한 데일리 POP (상시업뎃),"신나는, 휴식, 외출, 도입부, 힐링","[17, 18, 15, 17, 16, 12, 2]",13.857142857142858,5.166611805721464
Egoismo,Jesse Baez,"늦은 저녁, 어느 을지로 에스프레소바에서..","일상 로그, 카페, 오후, 2020년대, 집중, 출/퇴근길, 왓츠인마이플리, 집, 휴식, 그루브한, POP, 기분전환","[16, 18, 17, 19, 16, 15, 16, 15, 15, 15, 18, 16, 13, 15, 3, 9, 5, 7, 3, 2, 0]",12.047619047619047,5.9559989004779315
Egotism,Finn Askew,일상의 텐션으로 스위치 ON!,"해외음악, 2020년대, 오후, 맑은날, 설연휴특집, 오늘의선곡","[16, 17, 15, 15, 17, 16, 15, 18, 8, 13, 12, 5]",13.916666666666666,3.7295740001000413
Either Way,IVE (아이브),산책하기 좋은 가을 TOP100,"산책, TOP100, 차트","[16, 18]",17.0,1.0
Either Way (Feat. Joey Bada$$),Snakehips & Anne-Marie,요즘 밤공기에 흠뻑 취하게 만들 플레이리스트,"휴식, 달콤한, 편안한, 산책, 해외음악, 자전거, 맑은날, 드라이브, 몽환적인, 밤, 출/퇴근길","[16, 17, 17, 17, 17, 15, 16, 15, 16, 15, 15, 16, 12, 3, 7, 2, 3, 0]",12.166666666666666,5.918426968188235
Electric Shock,f(x),2000년대 인기가요 띵곡 모음,"추억, 00년대, 아이돌, 댄스, kpop, 감성, 드라이브, 봄","[17, 16, 15, 18, 14, 12, 5, 2]",12.375,5.452923527796809
Emeralds,Puer Kim(퓨어킴),나 홀로 즐기는 플레이리스트 ＃NIGHT,"밤, 가요, 국내음악, 몽환적인, 추운날, 흐린날","[16, 17, 13, 14, 15, 15, 3]",13.285714285714286,4.3659162256960355
Emergency,Jay Sean,방구석에서 고요히 음미하는 플레이리스트,"해외음악, 오늘의선곡, POP, 잔잔한","[16, 15, 15, 17, 17, 8]",14.666666666666666,3.0912061651652345
Empire State Of Mind (Feat. Alicia Keys),JAY-Z,90년대생들이 MP3에 넣고 다녔던 그 시절 싸이월드 POP,"싸이월드, 00년대, MP3, MZ세대, 추억","[16, 11, 5, 2, 1]",7.0,5.692099788303083
End Of The Road,Boyz II Men,LP로 듣고 싶은 음악 TOP100,"TOP100, 인기","[15, 15]",15.0,0.0
End Of Time,Ezhel,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, 매장, 기분전환, 카페, groove","[16, 18, 19, 17, 13, 13, 15, 7]",14.75,3.5619517121937516
End of the World,Steve Aoki,기분업하기 좋은 트렌디한 사운드의 팝 #20,"매장음악, 트렌디, 세련된, Pop, 기분업","[16, 16, 17, 14, 15, 15, 13, 2]",13.5,4.5
Endless Road,Tommy Emmanuel,평온한 음률의 핑거스타일 기타 플레이리스트,"편안한, 아침, 40대, 뉴에이지","[15, 13, 11, 5, 2]",9.2,4.915282290977803
Energies Don't Lie,Saint clara,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"그루브, 드라이브, 기분전환, 매장, Pop","[16, 18, 17, 15, 17, 15, 7, 2]",13.375,5.360445410597892
Energy (Feat. Nadeem Din-Gabisi),Sampa The Great,[스우파] 스트릿우먼파이터에 나온 노래들! - 지속 업데이트!,"갈라토크쇼, 스트릿우먼파이터, 스웩, dance, 걸크러쉬, 스우파","[14, 14, 14, 12, 12, 10, 11, 10, 10, 7, 2, 2]",9.833333333333334,4.017323597731316
Englishman In New York,Sting,"세월이 흘러도 영원할 명곡, LP판 감성의 올드팝","TOP100, 빈티지한, 회상, Pop, 비, LP, 기분전환","[16, 18, 14, 13, 15, 6, 7, 0]",11.125,5.754074643241952
Entertainer,Zayn,없던 사랑도 싹트게 할 두근두근 알앤비 플레이리스트,"오늘의선곡, 발렌타인데이, 사랑, 드라이브, 겨울","[17, 15, 15, 16, 16, 8, 5, 2]",11.75,5.4715171570598224
Epilogue,Justin Hurwitz,"집중이 필요한 날, 편안하게 흐르는 봄날의 무드","2020년대, OST, TODAY PICK, 20대, 기분전환, 집, 일/공부, 밝은, 따뜻한","[16, 18, 16, 15, 19, 18, 15, 5, 7]",14.333333333333334,4.666666666666667
Epilogue (Feat. YUNHWAY & Ja Mezz),Dopeboilsh,조용한 공간에 울려 퍼지는 잔잔한 알앤비,"출/퇴근길, 잔잔한, 드라이브, 외로움, 2010년대, 그루브한, 안개낀날, 몽환적인","[17, 17, 15, 16, 17, 15, 15, 15, 11, 6, 3, 5, 2, 3]",11.214285714285714,5.771587692290217
Epiphany,방탄소년단,나의 자존감을 높여주는 아이돌 플레이리스트,"대표곡, 스트레스/짜증, 출/퇴근길, 휴식, BTS, 2010년대, 오늘의선곡, 댄스, 좋아요10만, 국내음악","[16, 15, 15, 17, 13, 15, 16, 18, 17, 14, 8, 3, 4, 5]",12.571428571428571,5.038626311013828
Erase Everything (Feat. Wallace),Murray Lake & FRJYA,가끔 외로운 혼술러들을 위한 플레이리스트,"R&B/소울, 그루브한, 편안한, 2020년대, 오늘의선곡, 집","[15, 15, 15, 16, 15, 15, 14, 8, 5]",13.11111111111111,3.634539385288028
Erik Satie : Gymnopedie No. 1,Erik Satie,오랫동안 간직하고 싶은 잔잔한 음악들,"휴식, 잔잔한, 연주음악, 새벽, 밤, 편안한, 해외음악, 뉴에이지","[16, 17, 17, 15, 15, 17, 15, 13, 11, 2]",13.8,4.331281565541543
Esc,TOYO,몽환의 세계로 빠지게 할 신스팝!,"오늘의선곡, 봄, 스트레스/짜증, 일렉트로니카, 출/퇴근길, 기분전환","[16, 18, 15, 15, 15, 16, 14, 17, 18, 14, 8, 15, 3, 7]",13.642857142857142,4.286309482479285
Euphoria,방탄소년단,산뜻함을 품은 봄나들이 유도 플레이리스트,"봄, 2010년대, 국내음악, 편안한, 사랑, 오늘의선곡, 발라드, 기분좋은, BTS, 솔로곡, 아이돌, 추억, 알앤비, 드라이브, 밝은, 맑은날, 더위, 청량, 회상, 여름","[16, 16, 17, 17, 15, 15, 16, 13, 9, 15, 17, 14, 14, 16, 13, 16, 13, 12, 13, 9, 8, 15, 7, 5, 2, 1, 0]",12.0,5.003702332976757
"Even Mice Dance (Feat. Dave Holland, Tony Williams & Graffiti String Quartet)",Michel Petrucciani,커피도 마시고 기분도 마신 날의 JAZZ,"부드러운, 편안한, 오늘의선곡, 일/공부, 봄, 해외음악","[16, 15, 15, 17, 15, 14, 19, 18, 8]",15.222222222222221,2.9731307022799225
Everglow,Coldplay,"스타플레이리스트 : 수영의 '20대의 마지막, 연말에 듣기 좋은 음악'","스타플레이리스트, 휴식","[17, 13, 12, 12, 2]",11.2,4.955804677345546
Evergreen (Feat. 이지혜),PK 헤만,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 20대, bgm, 30대","[16, 5]",10.5,5.5
Evergreen (Feat.이지혜),PK헤만 (PK Heman),[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"랩/힙합, POP, 90년대, 2000년대, 가요, 국내음악","[16, 13, 14, 17, 12, 17, 5]",13.428571428571429,3.8861344310672696
Everlasting,David Foster,모든 공간을 독서실로 만든다!,"레이블 PICK, 봄, 클래식, 아침","[17, 14, 13, 16, 2]",12.4,5.388877434122992
Every Breath You Take,The Police,"스타플레이리스트 : EOS 조삼희의 '칙칙한 겨울날, 엄마의 간식처럼 기분 좋아지는 음악들'","해외음악, 기분전환","[16, 16, 18, 17, 15, 7]",14.833333333333334,3.6247605284885913
Every Hour,KIAN,몽글몽글 구름을 타는 듯한 플레이리스트,"집콕, 편안한, 휴식, 그루브한, 기분전환, POP, TODAY PICK, R&B/소울, 2010년대, 30대드라이브","[16, 18, 17, 17, 15, 16, 15, 15, 14, 15, 12, 5, 7, 2]",13.142857142857142,4.733726150223112
Every Now And Then,정성하,평온한 음률의 핑거스타일 기타 플레이리스트,"오늘의선곡, 편안한, 아침, 카페","[15, 15, 15, 19, 13, 8]",14.166666666666666,3.287180487219337
Every Second,Mina Okabe,창밖으로 벚꽃을 바라보며 듣는 힐링 팝송,"추억, 휴식, 해외팝, 잔잔한, 봄, 스페셜추천, 편안한, 따뜻한, 장르탑백, TOP100, 띵곡, 그루브, 팝탑백, 휴가/여행, 여름, 탑백, 맑은날, Pop, 밝은, 명곡, 커피, 트렌디, 댄스, 느낌있는, 브이로그, 감각적인, 산책, 팝송, 유니버설뮤직, 2020년대, 포근한, 해외음악, 매장, 팝, 설렘, 도입부","[16, 17, 16, 17, 17, 15, 15, 16, 18, 17, 17, 18, 15, 14, 17, 16, 15, 17, 16, 15, 15, 16, 16, 17, 14, 17, 8, 15, 17, 12, 12, 15, 1, 9, 5, 5, 4, 3, 1, 1, 2, 3, 1, 1]",12.136363636363637,5.9680623819663055
Every Single Thing,Homeshake,매일 듣고 또 들어도 느낌있는 트랙,"POP, 가을, 기분전환, 레이블 PICK, 2020년대, 오후","[16, 18, 15, 17, 15, 15, 5, 7, 2]",12.222222222222221,5.553332888711022
Everybody,SHINee (샤이니),요즘 핫한 <똥 밟았네> 뮤비 속 그때 그 아이돌들의 노래들이?!,"EBS, 똥밟았네",[1],1.0,0.0
Everybody Wants To Be A Cat,Jamie Cullum,커피도 마시고 기분도 마신 날의 JAZZ,"맑은날, 봄, 일/공부, 휴식, 재즈, 부드러운","[17, 17, 14, 19, 18, 17]",17.0,1.5275252316519468
Everybody Wants You,Johnny Orlando,도입부부터 푹 빠져드는 팝송 플레이리스트,"레이블 PICK, 기분전환","[16, 18, 17, 15, 7, 2]",12.5,5.909032633745278
Everybody's Got Somebody But Me (Feat. Jason Mraz) (Encore),Hunter Hayes,한 해를 마무리하며 듣는 따스한 분위기의 팝,"편안한, 해외음악, POP, 휴가/여행","[16, 17, 15, 15, 15, 1]",13.166666666666666,5.489889697333535
Everyday,정경호,배우 정경호의 '시작하는 연인들을 위한 러브송',"잔잔한, 스타플레이리스트, 국내음악, 설렘, 맑은날, 편안한","[16, 17, 13, 15, 17, 13, 12, 12, 12, 2]",12.9,4.109744517606903
Everyday,죠지,"2022, 나의 해방 플레이리스트","휴식, OST, 드라이브, 산책, 가요, 출/퇴근길","[17, 17, 16, 15, 16, 14, 3, 2]",12.5,5.852349955359813
"Everyday, I'm fine (Feat. 한요한)",Q the Trumpet,바람 타고 온 그루브한 플레이리스트,"오늘의선곡, 2010년대, 오후, 그루브한, 랩/힙합, 드라이브, 산책, 휴식","[17, 15, 15, 17, 16, 15, 15, 15, 17, 12, 8, 17, 5, 2]",13.285714285714286,4.651091598885631
Everyone I Loved,NNAMDI,매일 듣고 또 들어도 느낌있는 트랙,"기분전환, 해외음악, 편안한, 리플레이뮤직, 레이블 PICK, 라운지","[16, 16, 18, 17, 15, 17, 16, 12, 13, 15, 7, 1, 2]",12.692307692307692,5.496636949215337
Everything (Feat. John Legend),Ella Mai,잠 안 오는 밤에 듣기 좋은 잔잔한 플레이리스트,"집, 새벽, 고백, 사랑, 편안한, 휴식, 매혹적인, 설렘, 발렌타인데이, 산책","[17, 15, 16, 16, 15, 15, 16, 13, 7, 12, 5, 2, 3]",11.692307692307692,5.223977491184506
Everything (Feat. 길미),은지원,추억이 새록새록 떠오르는 싸이월드 BGM,"추억의, 추억, 20대, 싸이월드","[16, 5, 2, 1]",6.0,5.958187643906492
Everything Black,Unlike Pluto,자신감 상승곡선 런웨이 TOP100,"인기, 차트","[15, 18, 15]",16.0,1.4142135623730951
Everything Borrowed,Jerry Paper,따듯한 봄 햇살이 기다려지는 나른한 플레이리스트,"인디, 몽환적인, 기분전환, 휴식, 따뜻한, 달콤한","[16, 18, 17, 15, 10, 15, 12, 15, 7, 3, 0]",11.636363636363637,5.693261204309518
Everything Happens To Me,Chet Baker,비오는 날 사랑하는 사람과 들을래요! 달콤한 재즈,"해외음악, 비오는날, 걷기, 사랑","[16, 17, 17, 16, 13, 10, 15]",14.857142857142858,2.356060357495806
Everything Happens To Me,Erroll Garner,재즈가 흘러나오는 작업하기 좋은 카페 2,"힐링, 잠들기전, 재택근무, 커피, 재즈","[17, 17, 15, 15, 13, 7]",14.0,3.415650255319866
Everything Happens To Me,Stan Getz,아침을 깨우는 커피와 기분 좋은 JAZZ,"사랑, 연주음악, 아침, 방해금지모드, 편안한, 휴식, 설렘, 40대","[16, 17, 15, 16, 13, 16, 16, 16, 13, 12, 5]",14.090909090909092,3.2600765594620196
Everything I Got,The Aston Shuffle,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"팝, 그루브, groove, 카페, 알앤비","[19, 17, 15, 13, 13]",15.4,2.33238075793812
Everything Is Sound,Jason Mraz,부담없이 즐기는 데일리 팝송,"오늘의선곡, POP, 기분전환, 부드러운, 해외음악, 드라이브","[16, 16, 18, 17, 15, 15, 17, 8, 15, 7, 2]",13.272727272727273,4.937627496000098
Everything Now,Arcade Fire,맥주 한잔하며 느긋하게 듣는 플레이리스트,"오늘의선곡, 해외음악, 밝은, 출/퇴근길, 자전거, 2010년대, 편안한, 휴식","[16, 15, 15, 17, 17, 15, 15, 16, 16, 8, 3, 5, 7]",12.692307692307692,4.793980446425502
Everything Reminds Me Of Her,Elliott Smith,박소은의 '색이 바랜 감정을 위로하는 음악',"스타플레이리스트, 따뜻한, 새벽, 밤, 인디","[15, 15, 15, 10, 13, 12, 12, 2]",11.75,4.054318685056714
Everything This Christmas,Emi Meyer,[크리스마스] 크리스마스만 되면 들려오는 멜로디~♬,"눈오는날, 소니뮤직, 설렘, 크리스마스 특집, POP","[17, 16, 16, 19, 18, 9, 12, 1]",13.5,5.634713834792322
"Everything, You",데일로그 (Dailog),오늘 꼭! 들어봐야 할 최신 '인디',"인디, 국내음악, weekly choice","[16, 13, 10]",13.0,2.449489742783178
Everytime,Boy Pablo,당신의 완벽한 봄을 위해 준비한 플레이리스트,"기분전환, 드라이브, 휴식, R&B/소울, 가을, 맑은날, 오늘의선곡, 봄","[16, 18, 17, 17, 15, 15, 17, 15, 14, 14, 8, 15, 7, 2]",13.571428571428571,4.451553271680824
Everytime,지소울 (GSoul),"그렇게 또 함께하자, 이렇게 우리 아름답게","TODAY PICK, 달콤한, 휴식, 집, 국내음악, 편안한, 2020년대, 2010년대","[16, 17, 13, 15, 16, 12, 5, 0]",11.75,5.695392874947259
Everytime,첸 (CHEN),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"설렘, 2010년대, 휴식, 탑백, TOP100, 과몰입, 청춘, 힐링, 잔잔한, 추억, 차트, 발라드","[16, 17, 9, 17, 18, 18, 15, 17, 12, 6, 3, 5, 4]",12.076923076923077,5.622229758345108
Everytime,첸 (CHEN) & 펀치 (Punch),가을 바람에 내 마음도 살랑살랑,"TODAY PICK, 로맨틱한, 가을, 거리, 인디, 국내음악","[16, 13, 15, 10, 11, 7]",12.0,3.0550504633038935
Everytime I Close My Eyes,Herve Morin,재즈가 흘러나오는 작업하기 좋은 카페 2,"재즈, 독서, 재택근무, 힐링, 매장","[17, 17, 17, 13, 9]",14.6,3.2
Everywhere,Peach Tree Rascals,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, groove, 그루브, Pop, 팝","[17, 15, 13, 13]",14.5,1.6583123951777
Everywhere,이한들,한여름의 청량한 감성을 지닌 모던락,"휴가/여행, 락/메탈, 여름, 산책, 국내음악","[16, 13, 15, 16, 17, 15, 12, 12, 1]",13.0,4.570436400267363
Evil Spider,BENEE,남몰래 혼자 흥 타기 좋은 출퇴근 플레이리스트,"30대, 해외음악, 기분전환, POP","[16, 16, 18, 17, 15, 5, 7]",13.428571428571429,4.8064582403602065
Ex-Factor,Lauryn Hill,분위기에 취해! 내 안의 소울을 깨워 주는 그루비한 플레이리스트,"휴식, R&B/소울, 비오는날, 해외음악, 기분전환","[16, 16, 18, 17, 17, 17, 14, 13, 15, 7]",15.0,3.03315017762062
Excuse Me (Piano Feat. 지호),Brand Newjiq (브랜뉴직),추억이 새록새록 떠오르는 싸이월드 BGM,"30대, 20대, 브금, 추억의","[16, 7, 5]",9.333333333333334,4.784233364802441
Exhale,Alexis Ffrench,무한 스트리밍하고 싶은 피아노 연주곡 모음,"맑은날, 소니뮤직, 편안한, 피아노, 휴식, 뉴에이지, 레이블 PICK, 흐린날","[17, 17, 15, 17, 16, 11, 11, 1, 2]",11.88888888888889,5.98970309864158
Exit,L'Imperatrice,작업하기 좋은 핫플 카페에서 들었던 음악 TOP 100,"커피, 카페, 기분전환, 공부, 작업","[16, 18, 19, 19, 15, 7, 15, 7, 2]",13.11111111111111,5.839414819320406
Exotic,Cha Cha Malone,농익은 여름밤에 듣고싶은 플레이리스트,"설렘, 드라이브, 그루브한, 저녁, 고백, 오늘의선곡","[17, 15, 15, 15, 15, 15, 14, 8, 7, 12, 2]",12.272727272727273,4.4126040361860355
Explicit,JMSN,가을의 고즈넉한 감성이 흐르는 POP,"오늘의선곡, 출/퇴근길, 저녁, 산책, 2010년대, 가을","[15, 15, 16, 15, 16, 15, 14, 8, 3, 5]",12.2,4.66476151587624
Eye Contact (Feat. 러비),윌콕스,따뜻한 사랑의 온도가 느껴지는 노래들,"겨울, 따뜻한, 국내음악, 달콤한, 2010년대, 추운날","[16, 17, 13, 16, 15, 12, 5, 0]",11.75,5.695392874947259
Eyepennies,Sparklehorse,쓸쓸함 가득 귓가에 퍼지는 사운드,"가을, 우울, 외로움, 편안한","[15, 15, 11, 3]",11.0,4.898979485566356
Eyes,Bazzi,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"Pop, 알앤비, 카페, 여행, 팝","[15, 19, 17, 13, 13, 1]",13.0,5.773502691896258
"Eyes Blue Like The Atlantic, Pt. 2 (feat. Powfu, Alec Benjamin & Rxseboy)",Sista Prod,도입부 듣자마자 플레이리스트에 추가하게 되는 취향저격 pop,"힐링, 기분전환, 드라이브, 산책","[16, 18, 17, 16, 17, 15, 7, 2]",13.5,5.408326913195984
F**k Me,SUMIN (수민),오늘밤 차분히 듣는 플레이리스트,"비오는날, 밤, 그루브한, 흐린날, 새벽, 2010년대","[17, 15, 15, 15, 15, 13, 5]",13.571428571428571,3.6589281356759136
F**kin' Love Songs (Feat. Ebenezer),Awa (아와),"편집샵, 라운지에서 들려오는 힙한 트렌디 팝","봄, 소니뮤직, 레이블 PICK, 클럽, CF, 맑은날, 2010년대, 댄서블한","[17, 17, 14, 16, 16, 10, 8, 5, 1, 2]",10.6,5.96992462263972
F**kin' Perfect,P!nk,"스타플레이리스트 : 수영의 '20대의 마지막, 연말에 듣기 좋은 음악'","휴식, 스타플레이리스트","[17, 13, 12, 12, 2]",11.2,4.955804677345546
FANCY,TWICE (트와이스),○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"좋아요10만, 추억",[16],16.0,0.0
FANTASTIC BABY,BIGBANG (빅뱅),2000년대 인기가요 띵곡 모음,"휴식, 운동, 감성, 댄스, 기분전환, 겨울, 추억, 싸이월드","[16, 18, 16, 17, 15, 18, 15, 16, 15, 7, 2, 1]",13.0,5.816642788871716
FAR AWAY,Jessie Reyez,지친 일상을 어루만져주는 감성가득 플레이리스트,"로맨틱한, 오늘의선곡, 해외음악, 가을, 출/퇴근길, 집, 드라이브","[16, 17, 15, 15, 17, 16, 15, 16, 15, 8, 3, 7, 2]",12.461538461538462,5.212638260337667
FEARLESS,LE SSERAFIM (르세라핌),댄스 TOP100,"TOP100, 헬스, 탑백, 차트, 운동, 내적댄스","[18, 15, 18, 18, 15, 14, 4, 3]",13.125,5.754074643241952
FESTIVAL,엄정화,X세대 모여라! 이노랠 들으면 기분이 좋거든요~,"기분전환, 추억, 가요, 신나는, 오늘의선곡, 휴가/여행","[16, 18, 15, 15, 16, 18, 15, 14, 15, 8, 15, 7, 2, 1]",12.5,5.421517974041693
FEVER (Feat. 수퍼비 & BIBI),박진영,텐션을 높여주는 신선한 조합의 아이돌 플레이리스트,"힘찬, 댄서블한, 아이돌, 가요, 기분전환, 헬스","[16, 18, 14, 14, 16, 12, 15, 10, 0, 7, 2]",11.272727272727273,5.658315025307432
FIESTA,IZ*ONE (아이즈원),텐션 올리고 싶을 때 듣는 여돌 플레이리스트,"20대, 스우파, 추억, dance, 회상, 기분전환, TODAY PICK, 스트릿우먼파이터, 인기, 도입부, 맑은날, 가요, 2020년대","[16, 18, 17, 16, 14, 15, 14, 16, 15, 14, 12, 12, 5, 7, 10, 10, 7, 2, 2, 0]",11.1,5.356304696336832
FLY (Feat. 피데이),희라,그루비한 리듬이 기분 좋게 다가오는 플레이리스트,"R&B/소울, 그루브한, 2010년대, 드라이브","[17, 15, 15, 14, 5, 2]",11.333333333333334,5.676462121975468
FML,Arizona Zervas,"편집샵, 라운지에서 들려오는 힙한 트렌디 팝","CF, 카페, 댄서블한, 소니뮤직, 2020년대, 레이블 PICK, 클럽, 랩/힙합","[19, 17, 16, 17, 12, 16, 17, 10, 8, 5, 1, 2]",11.666666666666666,6.087327455916558
FNTSY (Feat. Jvcki Wai),So!YoON! (황소윤),갬성 & 그루브 타는 플레이리스트,"그루브한, 댄서블한, 산책, 편안한, 가요, 부드러운, 저녁, 출/퇴근길","[15, 16, 15, 16, 14, 15, 15, 14, 16, 10, 3]",13.545454545454545,3.7016860130004243
FOMO,Sylo Nozra,"늦은 저녁, 어느 을지로 에스프레소바에서..","기분전환, 따뜻한, 집중, TODAY PICK, 일/공부, POP, 집, 트렌디, 저녁, 출/퇴근길, 집콕, 잔잔한, 겨울","[16, 18, 16, 15, 16, 17, 16, 15, 14, 19, 18, 14, 13, 15, 12, 3, 7]",14.352941176470589,3.894810672293376
FOOLS,Troye Sivan,따스한 어쿠스틱 팝 TOP100,"팝, 인기, 탑백","[18, 17, 15, 15, 15, 4]",14.0,4.618802153517006
FOREVER (WITH DJ ALE MORA) (Feat. Cha Cha Malone),박재범,나 홀로 즐기는 플레이리스트 ＃NIGHT,"추운날, 휴식, 밤, 가요, R&B/소울, 흐린날","[17, 17, 14, 15, 14]",15.4,1.3564659966250536
FRESH OUT OF LOVE,E^ST,일상을 채우는 잔잔한 팝,"봄, 해외음악, 집, TODAY PICK, 휴식, 편안한, POP","[16, 17, 17, 15, 16, 14]",15.833333333333334,1.0671873729054748
FRIEND THE END,볼빨간사춘기,벚꽃 엔딩부터 시작하는 완벽한 봄노래 모음집,"인기, 입춘, 탑백, 벚꽃엔딩, 차트, kpop명곡, 산뜻한, 노동요, 노래방, 카페, 신나는POP, 기분전환, 봄노래, 댄스","[16, 18, 18, 19, 18, 18, 14, 15, 16, 18, 15, 14, 13, 13, 8, 15, 4, 5, 4, 4, 4, 7, 0, 2]",11.583333333333334,6.068475005212503
FRIEND ZONE,AB6IX (에이비식스),시원한 여름을 위한 플레이리스트!,"행복, 편안한, 국내음악, 더운날, 여름, 인디, 드라이브","[16, 17, 17, 13, 15, 17, 10, 16, 2, 1]",12.4,5.834380858325929
FRIENDS,Marshmello,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"좋아요10만, 추억",[16],16.0,0.0
FRUITY (Prod. by GroovyRoom),효린 & 키썸 (Kisum),당장 떠나고픈 여름 여행 플레이리스트,"2010년대, 가요, 오늘의선곡, 여름, R&B/소울, 2020년대, 기분전환, 그루브한","[16, 18, 15, 15, 17, 14, 15, 15, 14, 8, 15, 5, 7, 1]",12.5,4.909902530309829
FTPA (Feat. Erik Hassle),Gorgon City,분위기에 취할 플레이리스트,"오늘의선곡, 몽환적인, 매혹적인, 흐린날","[17, 15, 15, 15, 13, 8, 3]",12.285714285714286,4.620274751084637
FULL,문문 (MoonMoon),"낭만이 있는 겨울 밤, 혼자여서 더 좋은 플레이리스트","부드러운, 휴식, 인디, 국내음악, 오늘의선곡, 집","[16, 15, 15, 17, 13, 16, 10, 8]",13.75,2.9895651857753496
FYO,MICHELLE,일상의 텐션으로 스위치 ON!,"출/퇴근길, 드라이브, 휴식, 설연휴특집, TODAY PICK, 산책, 집, 신나는","[17, 17, 18, 16, 16, 15, 16, 18, 13, 12, 3, 2, 2]",12.692307692307692,5.914579318997258
FYRE,소피야 (Sophiya),매력적인 리듬이 귀에 쏙 들어오는 음악,"2010년대, 국내음악, 드라이브, 가요, R&B/소울","[16, 17, 13, 14, 14, 5, 2]",11.571428571428571,5.314592925068078
Facade,Jesper Jenset,오늘도 활기있는 일상을 위해 텐션 업!,"맑은날, 댄서블한, 해외음악, 오후, 20대, 드라이브","[16, 17, 17, 17, 15, 16, 10, 5, 2]",12.777777777777779,5.411464738615964
Face To Face,Ruel,선선한 날씨 여유롭게 즐기는 선데이 바이브,"집, 편안한, 그루브한, 맑은날, 부드러운, 오늘의선곡","[17, 15, 15, 15, 16, 15, 15, 8]",14.5,2.5495097567963922
FaceTime,21 Savage,지친 일상을 어루만져주는 감성가득 플레이리스트,"로맨틱한, 저녁, 가을, R&B/소울, 오늘의선곡, 휴식, 설렘","[15, 15, 17, 15, 14, 14, 8, 12, 7]",13.0,3.197221015541813
Faces,Alexander Oscar,언제 어디서나 분위기 메이커 !! 미디엄 템포 Love,"알앤비, 여행, 기분전환, Pop, 드라이브","[16, 18, 17, 15, 13, 13, 15, 7, 2, 1]",11.7,5.848931526355904
Faces,Ayul (이아율),차분함을 가진 플레이리스트,"국내음악, 몽환적인, 2010년대, 편안한, 산책, 저녁, R&B/소울, 밤","[16, 13, 15, 16, 15, 14, 14, 15, 5, 3]",12.6,4.409081537009721
Fact Check (불가사의; 不可思議),NCT 127,댄스 TOP100,"기분전환, 가을, 장르탑백, 청량, 노동요, 국내, 아이돌, 가요, TOP100, 탑백","[16, 18, 13, 15, 14, 18, 15, 13, 16, 12, 15, 12, 4, 7, 0, 2]",11.875,5.4184292004233106
Faded,Alan Walker,○ 좋아요 10만 넘은곡들 순서대로(상시업뎃) ○,"좋아요10만, 추억",[16],16.0,0.0
Faded,Izzy Bizu,비오는 날 필요한 기분 전환!,"그루브, 밝은, 출/퇴근길, 휴가/여행, 행복, 여행, 레이블 PICK, 기분전환, 비오는날, 소니뮤직, 알앤비","[16, 18, 17, 15, 15, 16, 17, 15, 15, 16, 13, 16, 13, 15, 3, 7, 1, 2, 1]",12.157894736842104,5.824297182762071
Faint,Linkin Park,[1990년] 싸이월드 부활 예고! 이 노래 ㄱ나니? 종합편,"R&B/소울, 랩/힙합, 2000년대, 발라드, POP","[9, 17, 14, 12, 17, 5]",12.333333333333334,4.307615994440028
Faith (Feat. Ariana Grande),Stevie Wonder,한주의 시작을 산뜻하게 만들어줄 드라이빙팝,"산책, 출/퇴근길, 오늘의선곡, 집, 봄, 기분전환","[16, 18, 15, 15, 16, 16, 15, 16, 14, 8, 15, 3, 7]",13.384615384615385,4.270443348240618
